 4      G4_DIMETHYL_SULFOXIDE     1.1014      98.6
         6             2
         1             6
         8             1
        16             1
 2                  G4_ETHANE 0.00125324      45.4
         6             2
         1             6
 3           G4_ETHYL_ALCOHOL     0.7893      62.9
         6             2
         1             6
         8             1
 3         G4_ETHYL_CELLULOSE       1.13      69.3
         1      0.090027
         6      0.585182
         8      0.324791
 2                G4_ETHYLENE 0.00117497      50.7
         6             2
         1             4
 8           G4_EYE_LENS_ICRP       1.07      73.3
         1         0.096
         6         0.195
         7         0.057
         8         0.646
        11         0.001
        15         0.001
        16         0.003
        17         0.001
 2            G4_FERRIC_OXIDE        5.2     227.3
        26             2
         8             3
 2             G4_FERROBORIDE       7.15       261
        26             1
         5             1
 2           G4_FERROUS_OXIDE        5.7     248.6
        26             1
         8             1
 7         G4_FERROUS_SULFATE      1.024      76.4
         1      0.108259
         7       2.7e-05
         8      0.878636
        11       2.2e-05
        16      0.012968
        17       3.4e-05
        26       5.4e-05
 3                G4_FREON-12       1.12       143
         6      0.099335
         9      0.314247
        17      0.586418
 3              G4_FREON-12B2        1.8     284.9
         6      0.057245
         9      0.181096
        35      0.761659
 3                G4_FREON-13       0.95     126.6
         6      0.114983
         9      0.545621
        17      0.339396
 3              G4_FREON-13B1        1.5     210.5
         6             1
         9             3
        35             1
 3              G4_FREON-13I1        1.8     293.5
         6      0.061309
         9      0.290924
        53      0.647767
 3   G4_GADOLINIUM_OXYSULFIDE       7.44     493.3
        64             2
         8             2
        16             1
 2        G4_GALLIUM_ARSENIDE       5.31     384.9
        31             1
        33             1
 5      G4_GEL_PHOTO_EMULSION     1.2914      74.8
         1       0.08118
         6       0.41606
         7       0.11124
         8       0.38064
        16       0.01088
 6             G4_Pyrex_Glass       2.23       134
         5     0.0400639
         8      0.539561
        11     0.0281909
        13      0.011644
        14      0.377219
        19    0.00332099
 5              G4_GLASS_LEAD       6.22     526.4
         8      0.156453
        14      0.080866
        22      0.008092
        33      0.002651
        82      0.751938
 4             G4_GLASS_PLATE        2.4     145.4
         8        0.4598
        11     0.0964411
        14      0.336553
        20      0.107205
 4               G4_GLUTAMINE       1.46      73.3
         6             5
         1            10
         7             2
         8             3
 3                G4_GLYCEROL     1.2613      72.6
         6             3
         1             8
         8             3
 4                 G4_GUANINE        2.2        75
         6             5
         1             5
         7             5
         8             1
 4                  G4_GYPSUM       2.32     129.7
        20             1
        16             1
         8             6
         1             4
 2               G4_N-HEPTANE    0.68376      54.4
         6             7
         1            16
 2                G4_N-HEXANE     0.6603        54
         6             6
         1            14
 4                  G4_KAPTON       1.42      79.6
         6            22
         1            10
         7             2
         8             5
 3    G4_LANTHANUM_OXYBROMIDE       6.28     439.7
        57             1
        35             1
         8             1
 3    G4_LANTHANUM_OXYSULFIDE       5.86     421.2
        57             2
         8             2
        16             1
 2              G4_LEAD_OXIDE       9.53     766.7
         8      0.071682
        82      0.928318
 3           G4_LITHIUM_AMIDE      1.178      55.5
         3             1
         7             1
         1             2
 3       G4_LITHIUM_CARBONATE       2.11      87.9
         3             2
         6             1
         8             3
 2        G4_LITHIUM_FLUORIDE      2.635        94
         3             1
         9             1
 2         G4_LITHIUM_HYDRIDE       0.82      36.5
         3             1
         1             1
 2          G4_LITHIUM_IODIDE      3.494     485.1
         3             1
        53             1
 2           G4_LITHIUM_OXIDE      2.013      73.6
         3             2
         8             1
 3     G4_LITHIUM_TETRABORATE       2.44      94.6
         3             2
         5             4
         8             7
 9               G4_LUNG_ICRP       1.04      75.3
         1         0.105
         6         0.083
         7         0.023
         8         0.779
        11         0.002
        15         0.001
        16         0.002
        17         0.003
        19         0.002
 5                  G4_M3_WAX       1.05      67.9
         1      0.114318
         6      0.655824
         8     0.0921831
        12      0.134792
        20      0.002883
 3     G4_MAGNESIUM_CARBONATE      2.958       118
        12             1
         6             1
         8             3
 2      G4_MAGNESIUM_FLUORIDE          3     134.3
        12             1
         9             2
 2         G4_MAGNESIUM_OXIDE       3.58     143.8
        12             1
         8             1
 3   G4_MAGNESIUM_TETRABORATE       2.53     108.3
        12             1
         5             4
         8             7
 2         G4_MERCURIC_IODIDE       6.36     684.5
        80             1
        53             2
 2                 G4_METHANE 0.000667151      41.7
         6             1
         1             4
 3                G4_METHANOL     0.7914      67.6
         6             1
         1             4
         8             1
 5               G4_MIX_D_WAX       0.99      60.9
         1       0.13404
         6       0.77796
         8       0.03502
        12      0.038594
        22      0.014386
 6             G4_MS20_TISSUE          1      75.1
         1      0.081192
         6      0.583442
         7      0.017798
         8      0.186381
        12      0.130287
        17        0.0009
 9    G4_MUSCLE_SKELETAL_ICRP       1.05      75.3
         1         0.102
         6         0.143
         7         0.034
         8          0.71
        11         0.001
        15         0.002
        16         0.003
        17         0.001
        19         0.004
 8    G4_MUSCLE_STRIATED_ICRU       1.04      74.7
         1      0.102102
         6      0.123123
         7      0.035035
         8       0.72973
        11      0.001001
        15      0.002002
        16      0.004004
        19      0.003003
 4     G4_MUSCLE_WITH_SUCROSE       1.11      74.3
         1     0.0982341
         6      0.156214
         7      0.035451
         8      0.710101
 4  G4_MUSCLE_WITHOUT_SUCROSE       1.07      74.2
         1      0.101969
         6      0.120058
         7      0.035451
         8      0.742522
 2             G4_NAPHTHALENE      1.145      68.4
         6            10
         1             8
 4            G4_NITROBENZENE    1.19867      75.8
         6             6
         1             5
         7             1
         8             2
 2           G4_NITROUS_OXIDE 0.00183094      84.9
         7             2
         8             1
 4              G4_NYLON-8062       1.08      64.3
         1      0.103509
         6      0.648416
         7     0.0995361
         8      0.148539
 4               G4_NYLON-6-6       1.14      63.9
         6             6
         1            11
         7             1
         8             1
 4              G4_NYLON-6-10       1.14      63.2
         1      0.107062
         6      0.680449
         7      0.099189
         8        0.1133
 4         G4_NYLON-11_RILSAN      1.425      61.6
         1      0.115476
         6      0.720818
         7     0.0764169
         8     0.0872889
 2                  G4_OCTANE     0.7026      54.7
         6             8
         1            18
 2                G4_PARAFFIN       0.93      55.9
         6            25
         1            52
 2               G4_N-PENTANE     0.6262      53.6
         6             5
         1            12
 8          G4_PHOTO_EMULSION      3.815       331
         1        0.0141
         6      0.072261
         7       0.01932
         8      0.066101
        16       0.00189
        35      0.349103
        47      0.474105
        53       0.00312
 2 G4_PLASTIC_SC_VINYLTOLUENE      1.032      64.7
         6             9
         1            10
 2       G4_PLUTONIUM_DIOXIDE      11.46     746.5
        94             1
         8             2
 3       G4_POLYACRYLONITRILE       1.17      69.6
         6             3
         1             3
         7             1
 3           G4_POLYCARBONATE        1.2      73.1
         6            16
         1            14
         8             3
 3       G4_POLYCHLOROSTYRENE        1.3      81.7
         6             8
         1             7
        17             1
 2            G4_POLYETHYLENE       0.94      57.4   (C_2H_4)_N-Polyethylene
         6             1
         1             2
 3                   G4_MYLAR        1.4      78.7
         6            10
         1             8
         8             4
 3              G4_PLEXIGLASS       1.19        74
         6             5
         1             8
         8             2
 3        G4_POLYOXYMETHYLENE      1.425      77.4
         6             1
         1             2
         8             1
 2           G4_POLYPROPYLENE        0.9      56.5   (C_2H_4)_N-Polypropylene
         6             2
         1             4
 2             G4_POLYSTYRENE       1.06      68.7
         6             8
         1             8
 2                  G4_TEFLON        2.2      99.1
         6             2
         9             4
 3 G4_POLYTRIFLUOROCHLOROETHYLENE        2.1     120.7
         6             2
         9             3
        17             1
 3       G4_POLYVINYL_ACETATE       1.19      73.7
         6             4
         1             6
         8             2
 3       G4_POLYVINYL_ALCOHOL        1.3      69.7
         6             2
         1             4
         8             1
 3       G4_POLYVINYL_BUTYRAL       1.12      67.2
         6             8
         1            14
         8             2
 3      G4_POLYVINYL_CHLORIDE        1.3     108.2
         6             2
         1             3
        17             1
 3 G4_POLYVINYLIDENE_CHLORIDE        1.7     134.3
         6             2
         1             2
        17             2
 3 G4_POLYVINYLIDENE_FLUORIDE       1.76      88.8
         6             2
         1             2
         9             2
 4   G4_POLYVINYL_PYRROLIDONE       1.25      67.7
         6             6
         1             9
         7             1
         8             1
 2        G4_POTASSIUM_IODIDE       3.13     431.9
        19             1
        53             1
 2         G4_POTASSIUM_OXIDE       2.32     189.9
        19             2
         8             1
 2                 G4_PROPANE 0.00187939      47.1
         6             3
         1             8
 2                G4_lPROPANE       0.43        52
         6             3
         1             8
 3        G4_N-PROPYL_ALCOHOL     0.8035      61.1
         6             3
         1             8
         8             1
 3                G4_PYRIDINE     0.9819      66.2
         6             5
         1             5
         7             1
 2            G4_RUBBER_BUTYL       0.92      56.5
         1      0.143711
         6      0.856289
 2          G4_RUBBER_NATURAL       0.92      59.8
         1      0.118371
         6      0.881629
 3         G4_RUBBER_NEOPRENE       1.23        93
         1       0.05692
         6      0.542646
        17      0.400434
 2         G4_SILICON_DIOXIDE       2.32     139.2   SiO_2
        14             1
         8             2
 2          G4_SILVER_BROMIDE      6.473     486.6
        47             1
        35             1
 2         G4_SILVER_CHLORIDE       5.56     398.4
        47             1
        17             1
 3          G4_SILVER_HALIDES       6.47     487.1
        35      0.422895
        47      0.573748
        53      0.003357
 2           G4_SILVER_IODIDE       6.01     543.5
        47             1
        53             1
 9               G4_SKIN_ICRP       1.09      72.7
         1           0.1
         6         0.204
         7         0.042
         8         0.645
        11         0.002
        15         0.001
        16         0.002
        17         0.003
        19         0.001
 3        G4_SODIUM_CARBONATE      2.532       125
        11             2
         6             1
         8             3
 2           G4_SODIUM_IODIDE      3.667       452
        11             1
        53             1
 2         G4_SODIUM_MONOXIDE       2.27     148.8
        11             2
         8             1
 3          G4_SODIUM_NITRATE      2.261     114.6
        11             1
         7             1
         8             3
 2                G4_STILBENE     0.9707      67.7
         6            14
         1            12
 3                 G4_SUCROSE     1.5805      77.5
         6            12
         1            22
         8            11
 2               G4_TERPHENYL       1.24      71.7
         6            18
         1            14
 9             G4_TESTIS_ICRP       1.04        75
         1         0.106
         6         0.099
         7          0.02
         8         0.766
        11         0.002
        15         0.001
        16         0.002
        17         0.002
        19         0.002
 2     G4_TETRACHLOROETHYLENE      1.625     159.2
         6             2
        17             4
 2       G4_THALLIUM_CHLORIDE      7.004     690.3
        81             1
        17             1
 9        G4_TISSUE_SOFT_ICRP       1.03      72.3
         1         0.105
         6         0.256
         7         0.027
         8         0.602
        11         0.001
        15         0.002
        16         0.003
        17         0.002
        19         0.002
 4      G4_TISSUE_SOFT_ICRU-4          1      74.9
         1         0.101
         6         0.111
         7         0.026
         8         0.762
 4          G4_TISSUE-METHANE 0.00106409      61.2
         1      0.101869
         6      0.456179
         7      0.035172
         8       0.40678
 4          G4_TISSUE-PROPANE 0.00182628      59.5
         1      0.102672
         6       0.56894
         7      0.035022
         8      0.293366
 2        G4_TITANIUM_DIOXIDE       4.26     179.5
        22             1
         8             2
 2                 G4_TOLUENE     0.8669      62.5
         6             7
         1             8
 3       G4_TRICHLOROETHYLENE       1.46     148.1
         6             2
         1             1
        17             3
 4      G4_TRIETHYL_PHOSPHATE       1.07      81.2
         6             6
         1            15
         8             4
        15             1
 2   G4_TUNGSTEN_HEXAFLUORIDE        2.4     354.4
        74             1
         9             6
 2       G4_URANIUM_DICARBIDE      11.28       752
        92             1
         6             2
 2     G4_URANIUM_MONOCARBIDE      13.63       862
        92             1
         6             1
 2           G4_URANIUM_OXIDE      10.96     720.6
        92             1
         8             2
 4                    G4_UREA      1.323      72.8
         6             1
         1             4
         7             2
         8             1
 4                  G4_VALINE       1.23      67.7
         6             5
         1            11
         7             1
         8             2
 3                   G4_VITON        1.8      98.6
         1      0.009417
         6      0.280555
         9      0.710028
 2                   G4_WATER          1        78   H_2O
         1             2
         8             1
 2             G4_WATER_VAPOR 0.000756182      71.6   H_2O-Gas
         1             2
         8             1
 2                  G4_XYLENE       0.87      61.8
         6             8
         1            10
 1                G4_GRAPHITE       2.21        78   Graphite
          6             1
